"sha256"," sha1"," md5"," dex_date"," apk_size"," pkg_name"," vercode"," vt_detection"," vt_scan_date"," dex_size"," added"," markets"
"02BF9D015C06A35FB8C33C893713536A1266BD96A5E17FA645E3174866A81AC6","6B86DFA325E51B3A8CAAABC50F5A0A1196620A83","6DF761719CDF9CE5E259C26B4B82F197","1980-01-01 00:00:00","26789976","com.ofss.afgbank","10005","0","2022-01-23 11:05:51","5737176","2021-12-24 12:57:37.103469","play.google.com'"
"5B524DFEDD6E430ED1E3493F43A3B2352C4A2CF2E4AF904A3A12BECE6D0854BB","F533E53037E45EFD38786CB314D92F8CF9748BBF","BA062E6B412373732176B859229691F7","1980-01-01 00:00:00","29901341","com.ofss.afgbank","10003","0","2021-10-14 07:25:38","5499928","2021-09-14 02:58:28.270328","play.google.com'"
"F065A8A59A25047EE577D75C02AD8C8E8CE88685B2CB20600B57B67E5BA41455","540F72962186C6A63D6B7DBBB0E03F8019041CC7","C9D593D22DA28572E109E2C3A473C962","1980-01-01 00:00:00","29905437","com.ofss.afgbank","10001","0","2021-05-18 07:20:31","5499928","2021-04-18 12:03:10.166728","play.google.com'"
"1C829A1F0D36B67FE05A719DB0F8036CADCFE28266CB31A17DC2A11039CCD112","F6C908640F6E4EF49A5F3F4260ED96AC935797B9","A027000F639E8578CB6153D0ABAE38FE","1981-01-01 01:01:02","10316807","com.alizzawallet","7","0","2021-10-26 09:40:14","8628032","2021-09-26 20:54:20.29941","play.google.com'"
"6673E13D5587A7EB390395F2AFBD0E99D44F314938BF70C05724014A3E67BF85","55377EE3934E8ECA1EBD57841564F49932147B3D","62B60C470DF8D0A964B290EBE772E42D","1981-01-01 01:01:02","10493190","com.alizzawallet","29","0","2022-05-30 05:58:44","8654168","2022-04-30 05:29:05.732514","play.google.com'"
"A62E9FF9053A464FB4876AD7140EDD9C99E5263330E6C2737BE75362C90E55E4","B2F949CD29863BA2AAE2D3036BC21241EF082B0E","7B5B0D5DFFBD58C5EC18D829FB2F62DC","1981-01-01 01:01:02","10316879","com.alizzawallet","15","0","2022-03-21 07:35:54","8652720","2022-02-19 07:46:07.468958","play.google.com'"
"AADE1A71AAA68469952127005BC370C581571BD7EFE84EE75C4DB2AC213DC526","A4765E9FBF18B87A9544B162E934480F71AEFCE2","908C47B26D8507034561F2FD861C3F41","1981-01-01 01:01:02","10279943","com.alizzawallet","10","0","2022-01-29 07:57:57","8628032","2021-12-30 01:23:16.530757","play.google.com'"
"659440B717EC6C627F1D3507970E08AE88436F5848CF02390E587917E1DD9433","7C4F7492216D9EF65C730E19565C58C55C7AA3B8","EAE34B5403FAEB883B1F501D6E6EFA87","1980-01-01 00:00:00","6054814","com.tout4web.components","240","0","2020-08-02 11:34:16","6754520","2020-06-25 08:40:22.330117","play.google.com'"
"1E3F80E07FF3C35FABE1E87CD7D42B864F95DBAF99D43428778CF38423268570","182D13D092C3087B0CA5770CDCF4496E46A1DC8C","ADB98FC5853001CFB2A76C7E73E19473","1980-01-01 00:00:00","5053096","com.tout4web.marchant","140","0","2020-08-02 11:33:22","6752988","2020-06-25 08:46:31.344851","play.google.com'"
"7429FF1DAF00BB8809C1F494357BCA4FC80C404BFC237F53905EA35D028AC119","AB210472132FCAAE1876D0E3B023710271ADE957","B54AE0B5776409DECFA1BD84DD57B102","1981-01-01 01:01:02","10520580","net.banqueatlantique.mbanking","58","0","2022-01-23 11:29:04","5421452","2021-12-24 16:22:53.3928","play.google.com'"
"80165FF63C63D7EBE0531FB4EB3A6CB52DAF469ABAF45470620CE4D09C32ABAD","651B7B536B632A130362DFC8C858030FAFD365F5","FB6542C16E605A210FC1605F4BB7A62A","1980-01-01 00:00:00","47067294","net.banqueatlantique.mbanking","37","0","2020-11-24 07:11:09","4415300","2020-11-08 13:05:05.614219","play.google.com'"
"9FD863113685EEF695822C9FDB46B574234C65D3664FB87500F500C9CA8E8A6F","033E6FA67B0E83AF9F70AE06EA1F6C372430A1AB","B610313AD22FEBCFCA303B05D2AA43A3","1980-01-01 00:00:00","17494425","net.banqueatlantique.mbanking","6","0","2019-03-08 17:08:12","3656868","2019-01-19 10:43:52.223322","play.google.com'"
"F4D1C7DBE80C1AE51B29CF8D780EABADD1BD072BB721255FDB1C7E7FBDF4F0C6","237DEAE8B4E4A76F83B094307AA6E9ED0A574C9F","6FCEDCF98892E75D410D302E4A59398C","1980-01-01 00:00:00","5444923","net.banqueatlantique.mbanking","27","0","2019-12-12 19:27:51","4259812","2019-12-16 06:48:17.842531","play.google.com'"
"73B736A3B246E6B81F3D89EDBF015FCC9589CC66CE6339E9E837A849447EECFB","ABF8BF596A2D096EC72CFDDBFC7D9B0E3CBEB9C0","622CD5C2891D57D99EC30C399DE9FD97","1980-01-01 00:00:00","60442388","com.mediasoft.bagri","1","0","2022-01-10 11:23:05","10700592","2020-06-08 14:47:52.862601","play.google.com'"
"3D1B1B3671DFA673AA7656ABF93C42C65742DBD7CB07A3BA9631084215F74C41","7B49F1329DEBADB9A585689D4A9565FE095B6AF4","5D2D61B1A39FE7EC6FD141C5415C40EB","1980-01-01 00:00:00","5911918","gw.bao.mobile","81","0","2021-04-03 12:55:57","5555848","2021-03-04 21:54:22.020857","play.google.com'"
